Date/Time,Song Name,Artist,Song ID
2015-11-19T17:56:35Z,As Long As You Love Me - Acoustic Version,Justin Bieber,dbd91a8ee1febae7954f0db7b7518923
2015-11-20T15:08:49Z,Foundations,Kate Nash,5871f7575952a98c1aad9f8629410cb1
2015-11-20T15:09:02Z,Take Me To A Higher Plane,Kate Nash,6cf51031f1d4701ebc924387b933c033
2015-11-20T15:12:42Z,Part Heart,Kate Nash,ee1fbff5ac8ad6f72cf8db6d1e4014f9
2015-11-20T15:22:45Z,Fri-end?,Kate Nash,55eb98ea950f589f2670abe6696b8deb
2015-11-20T15:22:46Z,Merry Happy,Kate Nash,43c13668e60c03427bc5bd66082672f6
2015-11-20T15:31:09Z,Fri-End? - IMOL Remix 2,Kate Nash,fe8ec08e5001d46a9139566f2134427f
2015-11-20T15:31:40Z,All Talk,Kate Nash,4dc0538109d67555005b7c6f1b84f991
2015-11-20T15:35:26Z,Later On,Kate Nash,4e039cc2b6ee0655754653f13d681789
2015-11-20T15:53:36Z,Eyes Closed,Netsky,0d306a704feb57cfcd1ebecddf5f18c1
2015-11-20T15:55:33Z,Never Seen You Get So Low,Aquilo,4cc7f50edbd44e57f15260aad7ef24d8
2015-11-20T15:58:52Z,Eyes Shut,Olly Alexander (Years & Years),04073205d4c53e17512e106218329944
2015-11-20T15:58:56Z,Breathe,Olly Alexander (Years & Years),c0d7b7b65ba6e9aa33f86e27174f29f8
2015-11-20T16:05:23Z,Petals,Bibio,b85c078d510f45c386f05a506df86de3
2015-11-20T16:08:49Z,Ocean Drive,Duke Dumont,753b0908a9cc6efca110659952fa047e
2015-11-20T16:11:46Z,Back Around,Shannon Saunders,1870517f71b261510d44b5d10db2729c
2015-11-20T16:15:58Z,Desert Island - Short Version,ADIAM,f7f5fc31091d82962c8caa86b661a4b1
2015-11-20T16:19:50Z,Skin,Kyla La Grange,c71e61660dcd810f9c0fed2d72147592
2015-11-20T16:20:42Z,My Boy My Town,Mabel,2a3145d197fde187492f87b6a6005fb4
2015-11-20T16:41:02Z,Dickhead,Kate Nash,fb32fef15f5c4226fd609de6271cf389
2015-11-20T17:00:33Z,Nicest Thing,Kate Nash,369972d3b3adf24e13fe21f1fc9ea0aa
2015-11-20T17:00:38Z,Don't You Want To Share The Guilt?,Kate Nash,827e6d570b6f98477a002a00fb2da5fc
2015-11-20T17:01:31Z,Mouthwash,Kate Nash,9587505370dbf59df1ae370012ea87cb
2015-11-20T17:01:35Z,Silent Night,Kate Nash,c273aac89b2404a0b0bf44a94a3b1f40
2015-11-21T08:50:31Z,Foundations - Explicit Edit,Kate Nash,f5f3c5bbed21717ef6829061105e9d36
2015-11-22T21:04:55Z,End of the Day,One Direction,2fafaaf301b8175aa413553d356dc359
2015-11-22T21:05:20Z,Hey Angel,One Direction,d51f6fabf2da276a1b359cc66218f945
2015-11-22T22:10:48Z,Story of My Life,One Direction,b9fec8eb639ff9cde55037b362151abf
2015-11-23T10:17:37Z,3AM,Kate Nash,b1c708f0e5c4534a5394fd3b936c4c0b
2015-11-23T11:33:37Z,Do-Wah-Doo,Kate Nash,e8ea45b34138198d5ebff6b7d654e3ee
2015-11-23T11:33:38Z,Early Christmas Present,Kate Nash,0a74f7d5fe45b2ec9adb1c0f25a74075
2015-11-23T11:34:06Z,Conventional Girl,Kate Nash,f3e060b8da1d017c83c6bd155ced603a
2015-11-23T11:34:11Z,Believe,Justin Bieber,b6bbcfd12b0af5c93e8b29c00b7fce23
2015-11-23T11:37:46Z,"Give Me Love - Live At The Capital FM Studios In London, UK / May 30, 2014",Demi Lovato,042d57d8941feb352d80f13034c92327
2015-11-23T11:45:03Z,Maria,Justin Bieber,315f0186b6562174a6b2abbb9cd22339
2015-11-23T11:45:04Z,I Would,Justin Bieber,942d1300804dd61201158cc62950943a
2015-11-23T11:45:05Z,Pray,Justin Bieber,fd1e5cd5bcaf35a70ac153cb1dc64282
2015-11-23T11:45:11Z,Fall - Live,Justin Bieber,7409f5dd7b9ab825234d5616b950275d
2015-11-23T12:00:34Z,Middle,DJ Snake,cc5235c6bd7fa7c9f8a9ffabe3aae259
2015-11-23T12:08:49Z,One Love,Justin Bieber,4fd0703fb266ca2404631f3940919501
2015-11-23T12:16:37Z,Love Me,Justin Bieber,58e355aab14553ce5884281f0113dc21
2015-11-23T12:20:23Z,Ridin Round,Kali Uchis,dec259c0ae6e64ab82453234458661e8
2015-11-23T12:23:54Z,King - Oceaán Remix,Olly Alexander (Years & Years),95c55ef922865594149179068dcd6093
2015-11-23T12:27:42Z,Boyfriend,Justin Bieber,e0caa8bcd86c0d075b2efb4a685d13f4
2015-11-23T12:31:26Z,Shouldn't Come Back,Demi Lovato,2f1efacb3115ea6b95ce0a7f606942a9
2015-11-23T12:45:54Z,Monster Lead Me Home,Sara Hartman,f1a33e6c716ca258648463cb561bbd32
2015-11-23T12:46:30Z,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,c5c04e263efc04ff18d4e8c7240bccf5
2015-11-23T12:46:56Z,Cool Blue,The Japanese House,275d1bd55b6be3edaf29467dc8b8debb
2015-11-23T12:48:04Z,Lean On (feat. MØ & DJ Snake),Major Lazer,18936079dac385396a4c75f48662da54
2015-11-23T12:49:10Z,Robbers,The 1975,d1f12ac57be0633006492ba1ce95f157
2015-11-23T12:49:12Z,Chocolate,The 1975,52c265697dd66079b40bd6532740df98
2015-11-23T12:50:22Z,So Far (It's Alright),The 1975,ee3693c4e17405cb702f604a499a1a88
2015-11-23T12:50:35Z,Embracing Me,SAFIA,7968f4dbce5718cf463cca4a6f8b09af
2015-11-23T12:57:48Z,Ain't Nothing Changed,Loyle Carner,a172fdcb16d410de92a3c7e0d78b9320
2015-11-23T13:01:13Z,Heart Out,The 1975,d868d1fe82cba1c19f58156c4498cd8e
2015-11-23T13:03:06Z,Settle Down,The 1975,cf4b07608ce95689c71eb57a9a601772
2015-11-23T13:06:27Z,Sk8er Boi,Avril Lavigne,ae4fc3a59e285d767ee32a63d611a87d
2015-11-23T13:10:03Z,Here's to Never Growing Up,Avril Lavigne,29431d4e9b7a9b21b9d3f90338710a36
2015-11-23T13:17:40Z,Rock N Roll,Avril Lavigne,8ee9bc4b0a9091ae76920efd4bd3ae06
2015-11-23T13:21:26Z,Runaway,Avril Lavigne,3fee93a6da6284ad8bccf32c82370f95
2015-11-23T13:21:41Z,Goodbye,Avril Lavigne,8571e4cc806b536ac692eef7bf501c9f
2015-11-23T19:25:13Z,Die In Your Arms,Justin Bieber,96f1aafa07ad4e97e037615a2a771a13
2015-11-23T19:30:15Z,Alice - Extended Version,Avril Lavigne,1a1aeb9c47bf84cf238f22ce07bab607
2015-11-23T19:30:20Z,Nobody's Home,Avril Lavigne,b9b7f936f281f2e3cea8ac399bd776b5
2015-11-23T19:34:34Z,OMYGOD! - Gemini Tactics Remix,Kate Nash,a96f1c011afbf23a6cb97e3f9301e233
2015-11-23T19:39:08Z,Still In Love,JAHKOY,91ce802c2e27a5df52a6007552b12167
2015-11-23T19:42:29Z,Real (Radio Edit),Olly Alexander (Years & Years),52ad9b10bbc4e5afeae9112c6169df47
2015-11-23T19:52:20Z,The 1975,The 1975,a4572d782330ea2885d0b3006393bd10
2015-11-23T19:52:36Z,Tightrope,WALK THE MOON,c2a38dbb9b38de6b85d6564bedb2fdc0
2015-11-23T19:57:08Z,Smile,Avril Lavigne,b2c7275c64987266029d57f03cf689f9
2015-11-23T20:08:26Z,What the Hell,Avril Lavigne,0cadf427080b978fde5c3d0d9b43cfd2
2015-11-23T20:08:34Z,What The Hell - Bimbo Jones Remix,Avril Lavigne,6a5cfec6b0e9dac90bbdbd3c1be92173
2015-11-23T20:08:58Z,Not Enough,Avril Lavigne,af3176c160a2b003740c7a127ede594c
2015-11-23T20:09:04Z,Talk!,The 1975,d2d7b9616b2d7572c4262337492b79b9
2015-11-23T20:09:05Z,Is There Somebody Who Can Watch You - Dream Koala Remix,The 1975,2aea136809871e5ea0fff6853658479d
2015-11-23T20:09:26Z,She Way Out,The 1975,17895911b6f4e52181977eb33b65823b
2015-11-23T20:17:08Z,Fall To Pieces,Avril Lavigne,6006ff24ebdc9334affb7166c95fde41
2015-11-23T20:21:01Z,Emergency,Icona Pop,0a805296c622f6eba145730454d5d7c5
2015-11-23T20:21:17Z,M.O.N.E.Y.,The 1975,e2dacb8736625492ef0738c0e24c7988
2015-11-23T20:21:24Z,Intro / Set 3,The 1975,94403cc742a91ea88ef14005a1d25472
2015-11-23T20:25:25Z,Gold,Kiiara,dc57861a0140f6a06887944abacda3fa
2015-11-23T20:29:17Z,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,8d2828bf5d83aaa67bdfab05589596a7
2015-11-23T20:33:43Z,Somethin About U,Astronomyy,dc8a2ac38a7cba3a286f02e444397f52
2015-11-23T20:34:40Z,Runnin' (Lose It All),Naughty Boy,8d20e96a07346a1ea26a2d8216928b68
2015-11-23T20:42:52Z,How You Remind Me,Avril Lavigne,f8be4a5a3b203ce5821ba42acba9d746
2015-11-23T20:46:26Z,Never Forget You,MNEK,0dfcfbb73fa380a947be1b00fa0ec0dd
2015-11-24T23:22:21Z,Girlfriend,Avril Lavigne,ebf624fd08a543631f724caeeac30042
2015-11-24T23:28:42Z,Hot,Avril Lavigne,6c4c2094c9feceec2dcab6c9309a09a3
2015-11-24T23:43:06Z,Something Like That,Tim McGraw,bfcddae76bc20992af1fc4d0b3f4ba94
2015-11-24T23:43:21Z,Overrated,Tim McGraw,c04849b65841f8d9e277dfbfdf31a8b7
2015-11-24T23:47:34Z,I Can Do Better - Acoustic Version,Avril Lavigne,9a77d05a92e551db153663761fa7bf50
2015-11-24T23:48:34Z,Forgotten,Avril Lavigne,9822cd034e4bb61143a3d4db38939643
2015-11-25T22:40:11Z,Bitchin' Summer,Avril Lavigne,f71b4834a171921b19efc937315fdcc9
2015-11-26T23:10:26Z,You Ain't Seen Nothin' Yet,Avril Lavigne,be70c5a5bc448494913f46b5a19fb9d2
2015-11-26T23:35:02Z,Hello Kitty,Avril Lavigne,f72d1e0e0fe7127bc979301eb624151f
2015-11-26T23:35:09Z,Wish You Were Here,Avril Lavigne,58ecbfc5c18552d44fc461b3c6a0291c
